Order ID-1,Order Date,Customer Name,City,Country,Region,Segment,Ship Date,Ship Mode,State,Order ID,Product Name,Discount,Sales,Profit,Quantity,Category,Sub-Category
AZ-2011-9806635,7/16/2011,Isabella Secombe,Vienna,Austria,Central,Consumer,7/19/2011,Economy Plus,Vienna,AZ-2011-9806635,"Brother Copy Machine, Laser",0,524,5,2,Technology,Copiers
AZ-2011-1693949,7/18/2011,Cynthia Zielinski,Derby,United Kingdom,North,Home Office,7/23/2011,Economy,England,AZ-2011-1693949,"StarTech Inkjet, Wireless",0,1207,36,4,Technology,Machines
AZ-2011-4743912,7/18/2011,Cerys Edwards,Landerneau,France,Central,Consumer,7/24/2011,Economy,Brittany,AZ-2011-4743912,"Bush Stackable Bookrack, Traditional",0.1,332,55,3,Furniture,Bookcases
AZ-2011-7849219,7/20/2011,Abby Mei,Vantaa,Finland,North,Corporate,7/20/2011,Immediate,Uusimaa,AZ-2011-7849219,"Acme Trimmer, High Speed",0,178,52,4,Office Supplies,Supplies
AZ-2011-7849219,7/20/2011,Abby Mei,Vantaa,Finland,North,Corporate,7/20/2011,Immediate,Uusimaa,AZ-2011-7849219,"Elite Trimmer, Steel",0,123,60,3,Office Supplies,Supplies
BN-2011-2343184,7/20/2011,Rory Martindale,Aylesbury,United Kingdom,North,Consumer,7/22/2011,Economy Plus,England,BN-2011-2343184,"Deflect-O Photo Frame, Erganomic",0.3,106,-23,3,Furniture,Furnishings
BN-2011-2343184,7/20/2011,Rory Martindale,Aylesbury,United Kingdom,North,Consumer,7/22/2011,Economy Plus,England,BN-2011-2343184,"Cameo Business Envelopes, Recycled",0,79,35,5,Office Supplies,Envelopes
BN-2011-2343184,7/20/2011,Rory Martindale,Aylesbury,United Kingdom,North,Consumer,7/22/2011,Economy Plus,England,BN-2011-2343184,"Accos Clamps, Assorted Sizes",0,34,10,2,Office Supplies,Fasteners
BN-2011-2343184,7/20/2011,Rory Martindale,Aylesbury,United Kingdom,North,Consumer,7/22/2011,Economy Plus,England,BN-2011-2343184,"Novimex Shipping Labels, Alphabetical",0,11,5,1,Office Supplies,Labels
BN-2011-2343184,7/20/2011,Rory Martindale,Aylesbury,United Kingdom,North,Consumer,7/22/2011,Economy Plus,England,BN-2011-2343184,"Fellowes File Cart, Wire Frame",0,273,57,2,Office Supplies,Storage
BN-2011-5006178,7/21/2011,Amy Nixon,Dublin,Ireland,North,Consumer,7/25/2011,Economy Plus,Dublin,BN-2011-5006178,"Advantus Door Stop, Black",0.6,90,-88,5,Furniture,Furnishings
BN-2011-5006178,7/21/2011,Amy Nixon,Dublin,Ireland,North,Consumer,7/25/2011,Economy Plus,Dublin,BN-2011-5006178,"Binney & Smith Canvas, Easy-Erase",0.5,52,-34,2,Office Supplies,Art
BN-2011-5006178,7/21/2011,Amy Nixon,Dublin,Ireland,North,Consumer,7/25/2011,Economy Plus,Dublin,BN-2011-5006178,"Acco Binding Machine, Economy",0.5,128,-54,5,Office Supplies,Binders
AZ-2011-3252710,7/22/2011,Archie Whittaker,Hastings,United Kingdom,North,Home Office,7/24/2011,Economy Plus,England,AZ-2011-3252710,"Avery Hole Reinforcements, Clear",0,12,1,3,Office Supplies,Binders
AZ-2011-3252710,7/22/2011,Archie Whittaker,Hastings,United Kingdom,North,Home Office,7/24/2011,Economy Plus,England,AZ-2011-3252710,"Brother Wireless Fax, High-Speed",0,1508,332,4,Technology,Copiers
BN-2011-9020794,7/24/2011,Kian Thomson,Vila Nova de Gaia,Portugal,South,Consumer,7/26/2011,Priority,Porto,BN-2011-9020794,"Ibico Binder, Recycled",0.5,40,-33,5,Office Supplies,Binders
BN-2011-9020794,7/24/2011,Kian Thomson,Vila Nova de Gaia,Portugal,South,Consumer,7/26/2011,Priority,Porto,BN-2011-9020794,"Ames Interoffice Envelope, Set of 50",0.5,23,-5,1,Office Supplies,Envelopes
AZ-2011-9278870,7/26/2011,Chloe Miller,Stuttgart,Germany,Central,Consumer,7/30/2011,Economy,Baden-Württemberg,AZ-2011-9278870,"BIC Pens, Water Color",0,17,7,1,Office Supplies,Art
AZ-2011-9278870,7/26/2011,Chloe Miller,Stuttgart,Germany,Central,Consumer,7/30/2011,Economy,Baden-Württemberg,AZ-2011-9278870,"Eaton Cards & Envelopes, Premium",0,136,41,3,Office Supplies,Paper
AZ-2011-9278870,7/26/2011,Chloe Miller,Stuttgart,Germany,Central,Consumer,7/30/2011,Economy,Baden-Württemberg,AZ-2011-9278870,"Eldon Box, Blue",0.1,28,5,3,Office Supplies,Storage
BN-2011-1490641,7/27/2011,Ali Jerger,Genoa,Italy,South,Corporate,7/29/2011,Priority,Liguria,BN-2011-1490641,"Motorola Signal Booster, Full Size",0.4,173,-69,2,Technology,Phones
BN-2011-326585,7/27/2011,Lily Dallachy,Cerignola,Italy,South,Corporate,7/30/2011,Economy Plus,Apulia,BN-2011-326585,"Accos Paper Clips, Assorted Sizes",0,28,2,2,Office Supplies,Fasteners
BN-2011-326585,7/27/2011,Lily Dallachy,Cerignola,Italy,South,Corporate,7/30/2011,Economy Plus,Apulia,BN-2011-326585,"Rogers Shelving, Industrial",0.4,451,-75,12,Office Supplies,Storage
AZ-2011-2831492,7/27/2011,Jasper Neighbour,Grosseto,Italy,South,Corporate,7/31/2011,Economy Plus,Tuscany,AZ-2011-2831492,"Avery Round Labels, Laser Printer Compatible",0,43,11,6,Office Supplies,Labels
AZ-2011-3976238,7/27/2011,Ashton Foley,Bressuire,France,Central,Consumer,7/31/2011,Economy,Aquitaine-Limousin-Poitou-Charentes,AZ-2011-3976238,"Nokia Smart Phone, Full Size",0.15,1622,534,3,Technology,Phones
AZ-2011-9510405,7/27/2011,Donald Pak,Reus,Spain,South,Corporate,8/1/2011,Economy,Catalonia,AZ-2011-9510405,"Cardinal Hole Reinforcements, Clear",0,10,4,2,Office Supplies,Binders
BN-2011-743949,7/28/2011,Mohammed Fox,The Hague,Netherlands,Central,Consumer,8/1/2011,Economy,South Holland,BN-2011-743949,"Sauder Corner Shelving, Traditional",0.5,74,-63,1,Furniture,Bookcases
AZ-2011-1603295,7/28/2011,Joel Peters,La Madeleine,France,Central,Home Office,8/4/2011,Economy,Nord-Pas-de-Calais-Picardie,AZ-2011-1603295,"Office Star Rocking Chair, Black",0.1,623,69,5,Furniture,Chairs
AZ-2011-4432302,7/29/2011,Henry Winder,Rostock,Germany,Central,Corporate,7/31/2011,Economy Plus,Mecklenburg-Vorpommern,AZ-2011-4432302,"Eldon Photo Frame, Black",0,116,21,2,Furniture,Furnishings
BN-2011-5036253,7/29/2011,Lucas Wood,Sheffield,United Kingdom,North,Corporate,8/1/2011,Priority,England,BN-2011-5036253,"Stockwell Push Pins, 12 Pack",0.5,55,-44,8,Office Supplies,Fasteners
AZ-2011-1362199,7/29/2011,Luz Reilly,Dresden,Germany,Central,Consumer,8/5/2011,Economy,Saxony,AZ-2011-1362199,"Novimex Steel Folding Chair, Red",0.6,164,-70,5,Furniture,Chairs
AZ-2011-1362199,7/29/2011,Luz Reilly,Dresden,Germany,Central,Consumer,8/5/2011,Economy,Saxony,AZ-2011-1362199,"BIC Highlighters, Fluorescent",0.5,30,-10,3,Office Supplies,Art
AZ-2011-1362199,7/29/2011,Luz Reilly,Dresden,Germany,Central,Consumer,8/5/2011,Economy,Saxony,AZ-2011-1362199,"Ibico Binder Covers, Clear",0.5,20,-17,3,Office Supplies,Binders
AZ-2011-1029887,7/31/2011,Brooke Hodgson,Leipzig,Germany,Central,Consumer,8/3/2011,Economy Plus,Saxony,AZ-2011-1029887,"Deflect-O Door Stop, Erganomic",0,85,15,2,Furniture,Furnishings
AZ-2011-1029887,7/31/2011,Brooke Hodgson,Leipzig,Germany,Central,Consumer,8/3/2011,Economy Plus,Saxony,AZ-2011-1029887,"Novimex Color Coded Labels, 5000 Label Set",0,26,7,2,Office Supplies,Labels
AZ-2011-5148757,7/31/2011,Ebony Sadlier,Antwerp,Belgium,Central,Corporate,8/4/2011,Economy,Antwerp,AZ-2011-5148757,"Acco Binder, Durable",0,50,14,3,Office Supplies,Binders
AZ-2011-5148757,7/31/2011,Ebony Sadlier,Antwerp,Belgium,Central,Corporate,8/4/2011,Economy,Antwerp,AZ-2011-5148757,"Elite Letter Opener, High Speed",0,160,67,6,Office Supplies,Supplies
AZ-2011-5466756,8/1/2011,Ellie Chapman,Leverkusen,Germany,Central,Home Office,8/3/2011,Economy Plus,North Rhine-Westphalia,AZ-2011-5466756,"BIC Markers, Easy-Erase",0,53,15,2,Office Supplies,Art
AZ-2011-5466756,8/1/2011,Ellie Chapman,Leverkusen,Germany,Central,Home Office,8/3/2011,Economy Plus,North Rhine-Westphalia,AZ-2011-5466756,"Accos Paper Clips, Assorted Sizes",0,80,1,7,Office Supplies,Fasteners
AZ-2011-5466756,8/1/2011,Ellie Chapman,Leverkusen,Germany,Central,Home Office,8/3/2011,Economy Plus,North Rhine-Westphalia,AZ-2011-5466756,"Tenex Shelving, Industrial",0.1,99,10,2,Office Supplies,Storage
AZ-2011-5466756,8/1/2011,Ellie Chapman,Leverkusen,Germany,Central,Home Office,8/3/2011,Economy Plus,North Rhine-Westphalia,AZ-2011-5466756,"Belkin Flash Drive, Programmable",0,217,22,5,Technology,Accessories
AZ-2011-1680940,8/1/2011,Leslie Wilson,Champigny-sur-Marne,France,Central,Consumer,8/8/2011,Economy,Ile-de-France,AZ-2011-1680940,"Harbour Creations Steel Folding Chair, Set of Two",0.1,270,75,3,Furniture,Chairs
AZ-2011-882043,8/2/2011,Leroy Samson,Cestas,France,Central,Home Office,8/6/2011,Economy,Aquitaine-Limousin-Poitou-Charentes,AZ-2011-882043,"Hon Shipping Labels, Laser Printer Compatible",0,23,6,2,Office Supplies,Labels
BN-2011-3572647,8/3/2011,Eve Spencer,Berlin,Germany,Central,Consumer,8/5/2011,Economy Plus,Berlin,BN-2011-3572647,"Hon Steel Folding Chair, Red",0.2,195,66,3,Furniture,Chairs
BN-2011-3572647,8/3/2011,Eve Spencer,Berlin,Germany,Central,Consumer,8/5/2011,Economy Plus,Berlin,BN-2011-3572647,"Boston Markers, Easy-Erase",0.1,48,-1,2,Office Supplies,Art
BN-2011-3572647,8/3/2011,Eve Spencer,Berlin,Germany,Central,Consumer,8/5/2011,Economy Plus,Berlin,BN-2011-3572647,"GlobeWeis Business Envelopes, Recycled",0.1,58,22,4,Office Supplies,Envelopes
BN-2011-3572647,8/3/2011,Eve Spencer,Berlin,Germany,Central,Consumer,8/5/2011,Economy Plus,Berlin,BN-2011-3572647,"Elite Trimmer, Steel",0.1,74,32,2,Office Supplies,Supplies
AZ-2011-2148580,8/3/2011,Demi Power,Passau,Germany,Central,Consumer,8/6/2011,Economy Plus,Bavaria,AZ-2011-2148580,"Apple Office Telephone, VoIP",0,65,25,1,Technology,Phones
AZ-2011-65889,8/3/2011,Hollie Morris,Limoges,France,Central,Corporate,8/7/2011,Economy,Aquitaine-Limousin-Poitou-Charentes,AZ-2011-65889,"Novimex Steel Folding Chair, Black",0.1,646,50,9,Furniture,Chairs
AZ-2011-7833524,8/3/2011,Mike Langer,Huddersfield,United Kingdom,North,Corporate,8/7/2011,Economy,England,AZ-2011-7833524,"Novimex Rocking Chair, Black",0,387,46,3,Furniture,Chairs
AZ-2011-65889,8/3/2011,Hollie Morris,Limoges,France,Central,Corporate,8/7/2011,Economy,Aquitaine-Limousin-Poitou-Charentes,AZ-2011-65889,"Fiskars Trimmer, Easy Grip",0,88,32,2,Office Supplies,Supplies
AZ-2011-65889,8/3/2011,Hollie Morris,Limoges,France,Central,Corporate,8/7/2011,Economy,Aquitaine-Limousin-Poitou-Charentes,AZ-2011-65889,"Apple Headset, Cordless",0.15,388,27,6,Technology,Phones
AZ-2011-1536006,8/3/2011,Norma McCowan,Biarritz,France,Central,Consumer,8/8/2011,Economy,Aquitaine-Limousin-Poitou-Charentes,AZ-2011-1536006,"Cardinal Binder, Clear",0,66,2,5,Office Supplies,Binders
AZ-2011-8761469,8/4/2011,Erick Tanner,Aix-en-Provence,France,Central,Corporate,8/6/2011,Economy Plus,Provence-Alpes-Côte d'Azur,AZ-2011-8761469,"Boston Canvas, Fluorescent",0,439,79,8,Office Supplies,Art
AZ-2011-8761469,8/4/2011,Erick Tanner,Aix-en-Provence,France,Central,Corporate,8/6/2011,Economy Plus,Provence-Alpes-Côte d'Azur,AZ-2011-8761469,"Fiskars Ruler, Steel",0,41,7,3,Office Supplies,Supplies
AZ-2011-7007630,8/4/2011,Eden Kern,Kiel,Germany,Central,Consumer,8/9/2011,Economy Plus,Schleswig-Holstein,AZ-2011-7007630,"Boston Highlighters, Water Color",0,243,44,11,Office Supplies,Art
AZ-2011-8748429,8/4/2011,Noah Chamberlain,Ashford,United Kingdom,North,Consumer,8/10/2011,Economy,England,AZ-2011-8748429,"Harbour Creations Removable Labels, Adjustable",0,8,1,1,Office Supplies,Labels
AZ-2011-8748429,8/4/2011,Noah Chamberlain,Ashford,United Kingdom,North,Consumer,8/10/2011,Economy,England,AZ-2011-8748429,"Novimex Legal Exhibit Labels, Laser Printer Compatible",0,42,14,4,Office Supplies,Labels
AZ-2011-8748429,8/4/2011,Noah Chamberlain,Ashford,United Kingdom,North,Consumer,8/10/2011,Economy,England,AZ-2011-8748429,"Tenex Trays, Industrial",0,164,16,3,Office Supplies,Storage
AZ-2011-8748429,8/4/2011,Noah Chamberlain,Ashford,United Kingdom,North,Consumer,8/10/2011,Economy,England,AZ-2011-8748429,"Samsung Speaker Phone, with Caller ID",0,616,37,5,Technology,Phones
AZ-2011-6288321,8/5/2011,Eden Kern,Cologne,Germany,Central,Consumer,8/8/2011,Priority,North Rhine-Westphalia,AZ-2011-6288321,"OIC Staples, Metal",0,11,5,1,Office Supplies,Fasteners
AZ-2011-6288321,8/5/2011,Eden Kern,Cologne,Germany,Central,Consumer,8/8/2011,Priority,North Rhine-Westphalia,AZ-2011-6288321,"Apple Headset, with Caller ID",0,586,88,8,Technology,Phones
AZ-2011-8072611,8/5/2011,Aaron Cunningham,Innsbruck,Austria,Central,Consumer,8/9/2011,Economy,Tyrol,AZ-2011-8072611,"Hon Rocking Chair, Red",0,392,31,3,Furniture,Chairs
AZ-2011-8072611,8/5/2011,Aaron Cunningham,Innsbruck,Austria,Central,Consumer,8/9/2011,Economy,Tyrol,AZ-2011-8072611,"Binney & Smith Pencil Sharpener, Water Color",0,60,14,2,Office Supplies,Art
AZ-2011-8072611,8/5/2011,Aaron Cunningham,Innsbruck,Austria,Central,Consumer,8/9/2011,Economy,Tyrol,AZ-2011-8072611,"Enermax Cards & Envelopes, Recycled",0,235,7,5,Office Supplies,Paper
AZ-2011-5097391,8/5/2011,Nancy Fike,Basel,Switzerland,Central,Consumer,8/10/2011,Economy Plus,Basel-Stadt,AZ-2011-5097391,"Binney & Smith Highlighters, Fluorescent",0,36,3,2,Office Supplies,Art
BN-2011-4396152,8/5/2011,Jodie Mellor,Dordrecht,Netherlands,Central,Consumer,8/12/2011,Economy,South Holland,BN-2011-4396152,"Acco Binder, Durable",0.5,58,-26,7,Office Supplies,Binders
BN-2011-4396152,8/5/2011,Jodie Mellor,Dordrecht,Netherlands,Central,Consumer,8/12/2011,Economy,South Holland,BN-2011-4396152,"Cardinal Binding Machine, Economy",0.5,100,-44,4,Office Supplies,Binders
AZ-2011-4764378,8/6/2011,Lauren Knight,Belfort,France,Central,Consumer,8/10/2011,Economy,Bourgogne-Franche-Comté,AZ-2011-4764378,"Ibico 3-Hole Punch, Clear",0,239,96,8,Office Supplies,Binders
AZ-2011-4764378,8/6/2011,Lauren Knight,Belfort,France,Central,Consumer,8/10/2011,Economy,Bourgogne-Franche-Comté,AZ-2011-4764378,"Fellowes Lockers, Single Width",0.1,187,15,1,Office Supplies,Storage
AZ-2011-130330,8/7/2011,Joseph Locke,Vienna,Austria,Central,Corporate,8/10/2011,Priority,Vienna,AZ-2011-130330,"Tenex Light Bulb, Black",0,38,11,2,Furniture,Furnishings
AZ-2011-3117259,8/8/2011,Kiera Chandler,Fontenay-aux-Roses,France,Central,Consumer,8/12/2011,Economy Plus,Ile-de-France,AZ-2011-3117259,"Konica Calculator, Red",0.15,249,70,6,Technology,Machines
AZ-2011-6535299,8/8/2011,Leo Bannister,Courbevoie,France,Central,Home Office,8/14/2011,Economy,Ile-de-France,AZ-2011-6535299,"Cardinal Binder Covers, Recycled",0,37,17,3,Office Supplies,Binders
AZ-2011-3223139,8/9/2011,Anna Moreton,Paris,France,Central,Corporate,8/10/2011,Priority,Ile-de-France,AZ-2011-3223139,"Novimex Steel Folding Chair, Black",0.1,215,17,3,Furniture,Chairs
AZ-2011-3223139,8/9/2011,Anna Moreton,Paris,France,Central,Corporate,8/10/2011,Priority,Ile-de-France,AZ-2011-3223139,"Cameo Manila Envelope, Security-Tint",0,59,29,2,Office Supplies,Envelopes
AZ-2011-3182961,8/9/2011,Norma McCowan,Augsburg,Germany,Central,Consumer,8/11/2011,Priority,Bavaria,AZ-2011-3182961,"Cardinal Index Tab, Clear",0,15,5,2,Office Supplies,Binders
AZ-2011-3182961,8/9/2011,Norma McCowan,Augsburg,Germany,Central,Consumer,8/11/2011,Priority,Bavaria,AZ-2011-3182961,"Sharp Fax Machine, High-Speed",0,1469,308,5,Technology,Copiers
AZ-2011-7868957,8/9/2011,Laura Akhtar,Ajaccio,France,Central,Consumer,8/12/2011,Priority,Corsica,AZ-2011-7868957,"BIC Highlighters, Water Color",0,88,16,4,Office Supplies,Art
AZ-2011-1916555,8/9/2011,Terence Welch,Altamura,Italy,South,Consumer,8/12/2011,Priority,Apulia,AZ-2011-1916555,"Eldon Folders, Single Width",0.4,61,7,6,Office Supplies,Storage
AZ-2011-3227418,8/9/2011,Kiara Allen,Frankfurt,Germany,Central,Consumer,8/13/2011,Economy,Hesse,AZ-2011-3227418,"Bush Floating Shelf Set, Mobile",0.1,469,78,3,Furniture,Bookcases
AZ-2011-4802355,8/9/2011,Alana Tyson,Valencia,Spain,South,Home Office,8/13/2011,Economy,Valenciana,AZ-2011-4802355,"Advantus Stacking Tray, Black",0,53,15,2,Furniture,Furnishings
AZ-2011-4802355,8/9/2011,Alana Tyson,Valencia,Spain,South,Home Office,8/13/2011,Economy,Valenciana,AZ-2011-4802355,"Deflect-O Photo Frame, Duo Pack",0,208,0,4,Furniture,Furnishings
AZ-2011-3227418,8/9/2011,Kiara Allen,Frankfurt,Germany,Central,Consumer,8/13/2011,Economy,Hesse,AZ-2011-3227418,"Cardinal Hole Reinforcements, Recycled",0,6,2,1,Office Supplies,Binders
AZ-2011-5482172,8/9/2011,Tina Brantley,Vallauris,France,Central,Home Office,8/13/2011,Economy,Provence-Alpes-Côte d'Azur,AZ-2011-5482172,"SanDisk Parchment Paper, Recycled",0,66,11,4,Office Supplies,Paper
AZ-2011-3227418,8/9/2011,Kiara Allen,Frankfurt,Germany,Central,Consumer,8/13/2011,Economy,Hesse,AZ-2011-3227418,"Apple Audio Dock, Full Size",0,336,30,2,Technology,Phones
AZ-2011-5517169,8/9/2011,Andrew Shah,Arnsberg,Germany,Central,Home Office,8/14/2011,Economy Plus,North Rhine-Westphalia,AZ-2011-5517169,"Boston Sketch Pad, Blue",0,194,84,4,Office Supplies,Art
AZ-2011-3674097,8/9/2011,Tom Charlton,Harrow,United Kingdom,North,Corporate,8/15/2011,Economy,England,AZ-2011-3674097,"Kraft Interoffice Envelope, Recycled",0,503,166,11,Office Supplies,Envelopes
AZ-2011-3674097,8/9/2011,Tom Charlton,Harrow,United Kingdom,North,Corporate,8/15/2011,Economy,England,AZ-2011-3674097,"Smead File Folder Labels, 5000 Label Set",0,28,13,3,Office Supplies,Labels
AZ-2011-1499597,8/10/2011,Eloise Mahmood,Trento,Italy,South,Corporate,8/12/2011,Economy Plus,Trentino-Alto Adige,AZ-2011-1499597,"KitchenAid Coffee Grinder, Red",0,141,24,2,Office Supplies,Appliances
AZ-2011-1499597,8/10/2011,Eloise Mahmood,Trento,Italy,South,Corporate,8/12/2011,Economy Plus,Trentino-Alto Adige,AZ-2011-1499597,"Cardinal Binder, Economy",0,69,26,5,Office Supplies,Binders
AZ-2011-1499597,8/10/2011,Eloise Mahmood,Trento,Italy,South,Corporate,8/12/2011,Economy Plus,Trentino-Alto Adige,AZ-2011-1499597,"Acme Trimmer, Steel",0,176,39,4,Office Supplies,Supplies
AZ-2011-1499597,8/10/2011,Eloise Mahmood,Trento,Italy,South,Corporate,8/12/2011,Economy Plus,Trentino-Alto Adige,AZ-2011-1499597,"Apple Speaker Phone, VoIP",0.4,370,0,5,Technology,Phones
AZ-2011-5059692,8/10/2011,Natasha Sykes,London,United Kingdom,North,Consumer,8/17/2011,Economy,England,AZ-2011-5059692,"Sanford Markers, Blue",0.1,105,10,5,Office Supplies,Art
AZ-2011-5059692,8/10/2011,Natasha Sykes,London,United Kingdom,North,Consumer,8/17/2011,Economy,England,AZ-2011-5059692,"Cisco Smart Phone, Cordless",0.1,5277,1759,9,Technology,Phones
AZ-2011-6919505,8/11/2011,Eva Sanderson,Wiesbaden,Germany,Central,Consumer,8/13/2011,Priority,Hesse,AZ-2011-6919505,"Sanford Highlighters, Easy-Erase",0,64,3,4,Office Supplies,Art
AZ-2011-2273790,8/11/2011,Leah Barrett,Bologna,Italy,South,Consumer,8/13/2011,Priority,Emilia-Romagna,AZ-2011-2273790,"Sanford Markers, Water Color",0,185,17,7,Office Supplies,Art
AZ-2011-2273790,8/11/2011,Leah Barrett,Bologna,Italy,South,Consumer,8/13/2011,Priority,Emilia-Romagna,AZ-2011-2273790,"Ibico Binding Machine, Recycled",0,155,28,3,Office Supplies,Binders
AZ-2011-5526022,8/11/2011,Max Baker,Halle,Germany,Central,Home Office,8/16/2011,Economy Plus,Saxony-Anhalt,AZ-2011-5526022,"Smead Trays, Blue",0.1,44,1,1,Office Supplies,Storage
AZ-2011-5707449,8/11/2011,Oliver Stephenson,Parma,Italy,South,Consumer,8/16/2011,Economy,Emilia-Romagna,AZ-2011-5707449,"Hamilton Beach Toaster, Black",0,114,34,2,Office Supplies,Appliances
AZ-2011-5707449,8/11/2011,Oliver Stephenson,Parma,Italy,South,Consumer,8/16/2011,Economy,Emilia-Romagna,AZ-2011-5707449,"Boston Markers, Water Color",0,118,0,4,Office Supplies,Art
AZ-2011-5707449,8/11/2011,Oliver Stephenson,Parma,Italy,South,Consumer,8/16/2011,Economy,Emilia-Romagna,AZ-2011-5707449,"Novimex File Folder Labels, Alphabetical",0,32,4,4,Office Supplies,Labels
AZ-2011-5707449,8/11/2011,Oliver Stephenson,Parma,Italy,South,Consumer,8/16/2011,Economy,Emilia-Romagna,AZ-2011-5707449,"Rogers Trays, Single Width",0.4,111,-61,3,Office Supplies,Storage
AZ-2011-5707449,8/11/2011,Oliver Stephenson,Parma,Italy,South,Consumer,8/16/2011,Economy,Emilia-Romagna,AZ-2011-5707449,"StarTech Calculator, Durable",0.4,48,-20,2,Technology,Machines
AZ-2011-7845997,8/12/2011,Spencer Wallis,London,United Kingdom,North,Consumer,8/15/2011,Priority,England,AZ-2011-7845997,"BIC Pens, Fluorescent",0.1,42,11,3,Office Supplies,Art
AZ-2011-8207490,8/12/2011,Ellie Chapman,Tarragona,Spain,South,Home Office,8/15/2011,Priority,Catalonia,AZ-2011-8207490,"BIC Sketch Pad, Fluorescent",0,100,33,2,Office Supplies,Art
AZ-2011-2750871,8/12/2011,James Fleming,Vienna,Austria,Central,Corporate,8/17/2011,Economy,Vienna,AZ-2011-2750871,"Stanley Pens, Blue",0,50,25,5,Office Supplies,Art
BN-2011-377186,8/12/2011,Georgia Bermingham,Como,Italy,South,Home Office,8/18/2011,Economy,Lombardy,BN-2011-377186,"Fellowes Folders, Wire Frame",0.4,61,-14,4,Office Supplies,Storage
AZ-2011-8338326,8/12/2011,Robert Ramsey,Sunderland,United Kingdom,North,Consumer,8/19/2011,Economy,England,AZ-2011-8338326,"Bush 3-Shelf Cabinet, Traditional",0,143,32,1,Furniture,Bookcases
AZ-2011-8338326,8/12/2011,Robert Ramsey,Sunderland,United Kingdom,North,Consumer,8/19/2011,Economy,England,AZ-2011-8338326,"Cameo Interoffice Envelope, Set of 50",0,190,68,4,Office Supplies,Envelopes
AZ-2011-8338326,8/12/2011,Robert Ramsey,Sunderland,United Kingdom,North,Consumer,8/19/2011,Economy,England,AZ-2011-8338326,"Konica Receipt Printer, Red",0,597,185,5,Technology,Machines
AZ-2011-8338326,8/12/2011,Robert Ramsey,Sunderland,United Kingdom,North,Consumer,8/19/2011,Economy,England,AZ-2011-8338326,"Motorola Signal Booster, Cordless",0,584,263,4,Technology,Phones
AZ-2011-1902971,8/15/2011,Hayden Perkins,Bolton,United Kingdom,North,Consumer,8/15/2011,Immediate,England,AZ-2011-1902971,"Dania Floating Shelf Set, Metal",0,169,64,1,Furniture,Bookcases
AZ-2011-1902971,8/15/2011,Hayden Perkins,Bolton,United Kingdom,North,Consumer,8/15/2011,Immediate,England,AZ-2011-1902971,"Ikea 3-Shelf Cabinet, Pine",0,431,13,3,Furniture,Bookcases
AZ-2011-1902971,8/15/2011,Hayden Perkins,Bolton,United Kingdom,North,Consumer,8/15/2011,Immediate,England,AZ-2011-1902971,"Wilson Jones 3-Hole Punch, Economy",0,56,18,2,Office Supplies,Binders
AZ-2011-1902971,8/15/2011,Hayden Perkins,Bolton,United Kingdom,North,Consumer,8/15/2011,Immediate,England,AZ-2011-1902971,"Wilson Jones Binding Machine, Clear",0,339,102,7,Office Supplies,Binders
AZ-2011-9715464,8/15/2011,Lilly Akhtar,Manchester,United Kingdom,North,Home Office,8/15/2011,Immediate,England,AZ-2011-9715464,"Wilson Jones Binding Machine, Clear",0,97,29,2,Office Supplies,Binders
AZ-2011-9316144,8/15/2011,Melissa Bean,Norwich,United Kingdom,North,Home Office,8/16/2011,Priority,England,AZ-2011-9316144,"Enermax Numeric Keypad, Erganomic",0,176,19,3,Technology,Accessories
AZ-2011-921935,8/15/2011,Brandon Preston,Schwerin,Germany,Central,Consumer,8/17/2011,Economy Plus,Mecklenburg-Vorpommern,AZ-2011-921935,"Hon Swivel Stool, Black",0.1,1306,261,9,Furniture,Chairs
AZ-2011-7732849,8/15/2011,Darcy Farnell,Treviso,Italy,South,Consumer,8/17/2011,Economy Plus,Veneto,AZ-2011-7732849,"Ames Mailers, Recycled",0,104,2,3,Office Supplies,Envelopes
AZ-2011-7732849,8/15/2011,Darcy Farnell,Treviso,Italy,South,Consumer,8/17/2011,Economy Plus,Veneto,AZ-2011-7732849,"Smead Lockers, Single Width",0.4,238,20,2,Office Supplies,Storage
AZ-2011-7944653,8/15/2011,Isabelle Macghey,Hamburg,Germany,Central,Consumer,8/21/2011,Economy,Hamburg,AZ-2011-7944653,"Elite Ruler, High Speed",0,41,3,3,Office Supplies,Supplies
AZ-2011-7944653,8/15/2011,Isabelle Macghey,Hamburg,Germany,Central,Consumer,8/21/2011,Economy,Hamburg,AZ-2011-7944653,"Brother Fax and Copier, Digital",0,191,27,1,Technology,Copiers
AZ-2011-9172584,8/16/2011,Kai Wicks,Sant Boi de Llobregat,Spain,South,Corporate,8/17/2011,Priority,Catalonia,AZ-2011-9172584,"Advantus Light Bulb, Durable",0,51,12,3,Furniture,Furnishings
AZ-2011-9357982,8/16/2011,Rory Gunson,Cologne,Germany,Central,Consumer,8/20/2011,Economy,North Rhine-Westphalia,AZ-2011-9357982,"Binney & Smith Pencil Sharpener, Easy-Erase",0,112,12,4,Office Supplies,Art
AZ-2011-9357982,8/16/2011,Rory Gunson,Cologne,Germany,Central,Consumer,8/20/2011,Economy,North Rhine-Westphalia,AZ-2011-9357982,"Advantus Rubber Bands, 12 Pack",0,32,9,2,Office Supplies,Fasteners
